Name,Mass,Radius,Orbit,Smass,Distance,Habitable,Method,Year,
HD 40956 b,858.44,11.5,1.36,2,118,0,Radial Velocity,2017,
HD 40979 b,1274.94,11.66,0.82,1.1,33.3,0,Radial Velocity,2002,
HD 41004 A b,807.57,11.46,1.51,0.7,42.5,0,Radial Velocity,2004,
HD 41004 B b,5850.1,11.87,0.02,0.4,43.03,0,Radial Velocity,2004,
HD 41248 c,7.09,1.82,0.11,0.92,52.38,0,Other,2013,
HD 42012 b,508.7,11,1.67,0.83,37.1,0,Radial Velocity,2017,
HD 42618 b,14.4,4.17,0.54,1.01,23.5,0,Radial Velocity,2016,
HD 43197 b,190.76,9.24,0.51,0.96,54.9,0,Radial Velocity,2009,
HD 43691 b,791.67,11.45,0.24,1.38,93.2,0,Radial Velocity,2007,
HD 44219 b,184.41,9.17,0.94,1,50.43,0,Radial Velocity,2009,
HD 45184 b,12.72,4,0.06,1,21.9,0,Radial Velocity,2011,
HD 45350 b,569.11,11.14,1.21,1.02,49,0,Radial Velocity,2004,
HD 45364 b,59.52,6.66,0.67,0.82,32.6,0,Radial Velocity,2009,
HD 45364 c,209.17,9.44,0.89,0.82,32.6,0,Radial Velocity,2009,
HD 45652 b,149.43,8.7,0.21,0.83,36,0,Radial Velocity,2008,
HD 46375 b,73.13,11.42,0.04,0.91,33.4,0,Radial Velocity,2000,
HD 47186 b,22.79,4.86,0.05,0.99,37.84,0,Radial Velocity,2008,
HD 47186 c,111.47,8.04,2.32,0.99,37.84,0,Radial Velocity,2008,
HD 47366 b,556.4,11.11,1.21,1.81,80,0,Radial Velocity,2016,
HD 47366 c,591.37,11.18,1.78,1.81,80,0,Radial Velocity,2016,
HD 47536 b,1589.7,11.68,1.58,0.94,121.36,0,Radial Velocity,2003,
HD 48265 b,368.81,10.53,1.49,0.93,87.4,0,Radial Velocity,2008,
HD 49674 b,31.79,10.98,0.06,1.07,40.7,0,Radial Velocity,2002,
HD 50499 b,543.68,11.09,3.76,1.27,47.26,0,Radial Velocity,2005,
HD 50554 b,1640.57,11.68,2.09,1.04,31.03,0,Radial Velocity,2002,
HD 51608 b,13.13,4.04,0.1,0.8,34.8,0,Radial Velocity,2011,
HD 51608 c,17.96,4.49,0.35,0.8,34.8,0,Radial Velocity,2011,
HD 52265 b,333.84,10.36,0.47,1.2,28,0,Radial Velocity,2000,
HD 52265 c,111.28,8.04,0.32,1.2,28,0,Radial Velocity,2013,
HD 59686 A b,2200.14,11.67,1.08,1.9,96.8,0,Radial Velocity,2003,
HD 60532 b,2928.23,11.6,0.74,1.44,25.7,0,Radial Velocity,2008,
HD 60532 c,6934.27,10.82,1.58,1.44,25.7,0,Radial Velocity,2008,
HD 62509 b,922.03,11.54,1.69,1.47,10.34,0,Radial Velocity,2006,
HD 63454 b,124,11.87,0.04,0.8,35.8,0,Radial Velocity,2005,
HD 63765 b,203.48,9.38,0.92,0.86,32.6,0,Radial Velocity,2009,
HD 65216 b,400.6,10.66,1.19,0.92,34.3,0,Radial Velocity,2003,
HD 65216 c,54.05,6.46,0.54,0.92,34.3,0,Radial Velocity,2011,
HD 66141 b,1907.64,11.68,1.2,1.1,80.9,0,Radial Velocity,2012,
HD 66428 b,896.59,11.53,2.82,1.15,55,0,Radial Velocity,2006,
HD 67087 b,972.9,11.57,1.06,1.36,88.8,0,Radial Velocity,2015,
HD 67087 c,1542.01,11.68,2.51,1.36,88.8,0,Radial Velocity,2015,
HD 68402 b,976.08,11.57,2.18,1.12,78,0,Radial Velocity,2016,
HD 68988 b,591.37,11.18,0.07,1.2,58,0,Radial Velocity,2001,
HD 69830 b,45.37,6.1,0.08,0.86,12.6,0,Radial Velocity,2006,
HD 69830 c,52.43,6.39,0.18,0.86,12.6,0,Radial Velocity,2006,
HD 69830 d,80.41,7.31,0.63,0.86,12.6,0,Radial Velocity,2006,
HD 70642 b,635.88,11.26,3.28,1,28.8,0,Radial Velocity,2003,
HD 72659 b,1001.51,11.58,4.62,0.95,49.8,0,Radial Velocity,2002,
HD 72892 b,1732.77,11.68,0.21,1.02,72.78,0,Radial Velocity,2016,
HD 73256 b,594.55,11.19,0.04,1.05,36.5,0,Radial Velocity,2003,
HD 73267 b,972.9,11.57,2.12,0.89,54.91,0,Radial Velocity,2008,
HD 73526 b,715.37,11.37,0.62,1.08,99,0,Radial Velocity,2002,
HD 73526 c,715.37,11.37,0.99,1.08,99,0,Radial Velocity,2006,
HD 73534 b,365.63,10.51,3.15,1.29,96.99,0,Radial Velocity,2009,
HD 74156 b,565.3,11.13,0.22,1.24,64.56,0,Radial Velocity,2003,
HD 74156 c,2542.57,11.65,3.53,1.24,64.56,0,Radial Velocity,2003,
HD 75289 b,149.43,11.54,0.05,1.05,28.94,0,Radial Velocity,1999,
HD 75784 b,365.63,10.51,1.06,1.41,68.7,0,Primary Transit,2014,
HD 75784 c,1780.46,11.68,6.06,1.41,68.7,0,Primary Transit,2015,
HD 75898 b,798.03,11.45,1.18,1.28,80.58,0,Radial Velocity,2007,
HD 76700 b,73.13,11.09,0.05,1,59.7,0,Radial Velocity,2002,
HD 76920 b,1249.5,11.66,0.59,1.17,184.8,0,Radial Velocity,2017,
HD 77065 b,13035.54,9.7,0.32,0.75,31.7,0,Radial Velocity,2016,
HD 77338 b,158.97,8.84,0.06,0.93,40.75,0,Radial Velocity,2012,
HD 79498 b,426.04,10.76,2.53,1.06,49,0,Radial Velocity,2012,
HD 80606 b,1252.68,10.32,0.16,0.98,58.4,0,Primary Transit,2001,
HD 81040 b,2181.07,11.67,1.65,0.96,32.56,0,Radial Velocity,2005,
HD 81688 b,562.75,11.13,0.66,2.1,88.26,0,Radial Velocity,2008,
HD 82886 b,413.32,10.71,1.59,1.06,125,0,Radial Velocity,2011,
HD 82943 b,4610.13,11.31,1.17,1.18,27.46,0,Radial Velocity,2003,
HD 82943 c,4575.16,11.32,0.68,1.18,27.46,0,Radial Velocity,2003,
HD 82943 d,92.2,7.61,2.15,1.18,27.46,0,Radial Velocity,2013,
HD 83443 b,127.18,11.65,0.04,0.9,43.54,0,Radial Velocity,2002,
HD 85390 b,41.97,5.95,1.39,0.76,33.96,0,Radial Velocity,2009,
HD 85390 c,63.59,6.8,4.23,0.76,33.96,0,Radial Velocity,2013,
HD 85512 b,3.5,1.5,0.26,0.69,11.15,0,Radial Velocity,2011,
HD 86081 b,476.91,12.1,0.04,1.21,91,0,Radial Velocity,2006,
HD 86226 b,476.91,10.92,1.78,1.02,42.48,0,Radial Velocity,2010,
HD 86264 b,2225.58,11.67,2.04,1.42,72.6,0,Radial Velocity,2009,
HD 86950 b,1144.58,11.63,2.68,1.66,169,0,Radial Velocity,2016,
HD 87646 A b,3942.46,11.44,0.12,1.12,,0,Radial Velocity,2016,
HD 87646 A c,18122.58,8.99,1.37,1.12,,0,Radial Velocity,2016,
HD 87883 b,26039.29,,3.05,0.82,18.1,0,Radial Velocity,2009,
HD 88133 b,95.38,11.2,0.05,1.2,74.5,0,Radial Velocity,2004,
HD 89307 b,635.88,11.26,3.23,1.03,30.9,0,Radial Velocity,2004,
HD 89345 b,32.75,6.9,0.11,1.23,126.6,0,Primary Transit,2018,
HD 89744 b,2829.67,11.62,0.63,1.4,40,0,Radial Velocity,2000,
HD 89744 c,1017.41,11.59,0.44,1.4,40,0,Radial Velocity,2013,
HD 90156 b,18.12,4.5,0.24,0.84,39.6,0,Radial Velocity,2009,
HD 92788 b,8819.66,10.44,0.91,1.13,32.82,0,Radial Velocity,2000,
HD 92788 c,286.15,10.07,0.6,1.13,32.82,0,Radial Velocity,2013,
HD 93083 b,117.64,8.16,0.47,0.7,28.9,0,Radial Velocity,2005,
HD 93385 b,8.36,1.9,0.11,1.07,42.2,0,Radial Velocity,2011,
HD 93385 c,10.11,3.71,0.25,1.07,42.2,0,Radial Velocity,2011,
HD 95086 b,1398.94,11.67,60.45,1.6,90.4,0,Imaging,2013,
HD 95089 b,381.53,10.58,1.49,1.58,139,0,Radial Velocity,2010,
HD 95127 b,1592.88,11.68,1.27,1.2,300,0,Radial Velocity,2015,
HD 95872 b,1462.52,11.68,5.19,0.95,7.56,0,Radial Velocity,2015,
HD 96063 b,286.15,10.07,0.95,1.02,158,0,Radial Velocity,2011,
HD 96127 b,1271.76,11.66,1.34,0.91,540,0,Radial Velocity,2011,
HD 96167 b,216.2,9.51,0.92,1.31,84,0,Radial Velocity,2009,
HD 96700 b,9.03,1.93,0.08,0.94,25.6,0,Radial Velocity,2011,
HD 96700 c,12.72,4,0.39,0.94,25.6,0,Radial Velocity,2011,
HD 97658 b,7.55,2.25,0.08,0.85,21.1,0,Primary Transit,2010,
HD 98219 b,572.29,11.15,1.2,1.3,134,0,Radial Velocity,2011,
HD 98649 b,2161.99,11.68,2.95,0.96,40.3,0,Radial Velocity,2011,
HD 99109 b,159.61,8.85,1.1,0.93,60.5,0,Radial Velocity,2006,
HD 99492 b,25.12,5.02,0.12,0.83,18,0,Radial Velocity,2004,
HD 99706 b,445.12,10.82,1.99,1.72,129,0,Radial Velocity,2011,
HD 100655 b,540.5,11.08,0.76,2.4,122,0,Radial Velocity,2011,
HD 100777 b,368.81,10.53,0.96,1,52.8,0,Radial Velocity,2007,
HD 101930 b,95.38,7.69,0.3,0.74,30.49,0,Radial Velocity,2005,
HD 102117 b,54.69,6.48,0.15,1.03,42,0,Radial Velocity,2004,
HD 102195 b,143.07,8.61,0.05,0.93,28.98,0,Radial Velocity,2005,
HD 102272 b,1875.85,11.68,0.61,1.9,360,0,Radial Velocity,2008,
HD 102272 c,826.64,11.48,1.15,1.9,360,0,Radial Velocity,2008,
HD 102329 b,1875.85,11.68,1.96,1.95,158,0,Radial Velocity,2011,
HD 102365 b,15.9,4.31,0.43,0.85,9.24,0,Radial Velocity,2011,
HD 102956 b,305.22,10.19,0.08,1.68,126,0,Radial Velocity,2010,
HD 103197 b,31.16,5.39,0.25,0.9,49.3,0,Radial Velocity,2009,
HD 103720 b,197.12,9.31,0.05,0.79,41.6,0,Radial Velocity,2014,
HD 103774 b,116.68,8.14,0.07,1.33,55,0,Radial Velocity,2013,
HD 104067 b,59.14,6.65,0.26,0.79,20.8,0,Radial Velocity,2009,
HD 104985 b,2638.9,11.64,0.95,1.6,102,0,Radial Velocity,2003,
HD 106252 b,10447.51,10.13,2.38,0.96,37.44,0,Radial Velocity,2002,
HD 106270 b,3497.34,11.52,3.94,1.32,84.9,0,Radial Velocity,2011,
HD 106315 b,12.59,2.44,0.09,1.07,107.3,0,Primary Transit,2017,
HD 106315 c,15.2,3.94,0.15,1.07,107.3,0,Primary Transit,2017,
HD 106515 A b,3055.4,11.59,3.76,0.91,35.2,0,Radial Velocity,2011,
HD 106906 b,3497.34,11.52,654,1.5,92,0,Imaging,2013,
HD 107148 b,66.77,6.9,0.27,1.12,51.3,0,Radial Velocity,2006,
HD 108147 b,82.98,7.38,0.09,1.19,38.57,0,Radial Velocity,2002,
HD 108341 b,1112.79,11.62,1.05,0.84,49.4,0,Radial Velocity,2014,
HD 108863 b,826.64,11.48,1.39,1.85,139,0,Radial Velocity,2011,
HD 108874 b,432.4,10.78,1.05,1,68.5,0,Radial Velocity,2003,
HD 108874 c,323.66,10.3,2.59,1,68.5,0,Radial Velocity,2005,
HD 109246 b,244.81,9.77,0.33,1.01,65.6,0,Radial Velocity,2010,
HD 109271 b,17.17,4.42,0.08,1.05,62,0,Radial Velocity,2013,
HD 109271 c,24.16,4.95,0.19,1.05,62,0,Radial Velocity,2013,
HD 109749 b,89.02,11.09,0.06,1.2,59,0,Radial Velocity,2005,
HD 110014 b,3401.96,11.53,2.23,2.17,90,0,Radial Velocity,2009,
HD 110014 c,985.61,11.58,0.57,2.17,90,0,Radial Velocity,2015,
HD 111232 b,2161.99,11.68,1.93,0.78,29,0,Radial Velocity,2004,
HD 111591 b,1398.94,11.67,2.41,1.94,108,0,Radial Velocity,2017,
HD 113337 b,899.77,11.53,0.82,1.4,36.9,0,Radial Velocity,2013,
HD 113538 b,114.46,8.1,1.23,0.58,15.8,0,Radial Velocity,2010,
HD 113538 c,295.68,10.14,2.39,0.58,15.8,0,Radial Velocity,2010,
HD 113996 b,2003.02,11.68,1.54,1.49,102,0,Radial Velocity,2017,
HD 114386 b,394.25,10.64,0.99,0.75,28,0,Radial Velocity,2003,
HD 114386 c,378.35,10.57,1.83,0.75,28,0,Radial Velocity,2011,
HD 114613 b,152.61,8.75,5,1.36,20.67,0,Radial Velocity,2014,
HD 114729 b,267.07,9.94,1.97,0.93,35,0,Radial Velocity,2002,
HD 114762 b,3490.98,11.52,0.33,0.84,39.46,0,Radial Velocity,1989,
HD 114783 b,2003.02,11.68,1.15,0.92,20.4,0,Radial Velocity,2001,
HD 116029 b,667.67,11.31,1.69,1.58,123.2,0,Radial Velocity,2011,
HD 117207 b,654.96,11.29,3.73,1.07,33,0,Radial Velocity,2004,
HD 117618 b,56.59,6.55,0.16,1.05,38,0,Radial Velocity,2004,
HD 117618 c,63.59,6.8,0.93,1.05,38,0,Radial Velocity,2013,
HD 118203 b,680.39,11.76,0.07,1.23,88.6,0,Radial Velocity,2005,
HD 119445 b,11954.54,9.87,1.7,3.9,,0,Radial Velocity,2009,
HD 120084 b,1430.73,11.68,3.23,2.39,97.7,0,Radial Velocity,2013,
HD 121504 b,387.89,10.61,0.33,1.18,44.37,0,Radial Velocity,2003,
HD 122562 b,7630.56,10.68,2.89,1.13,53.8,0,Radial Velocity,2016,
HD 125595 b,13.35,4.06,0.08,0.76,27.4,0,Radial Velocity,2009,
HD 125612 b,953.82,11.56,1.22,1.1,52.82,0,Radial Velocity,2007,
HD 125612 c,18.44,4.53,0.05,1.1,52.82,0,Radial Velocity,2009,
HD 125612 d,2289.17,11.67,4.03,1.1,52.82,0,Radial Velocity,2009,
HD 126525 b,71.22,7.04,1.8,0.88,38.1,0,Radial Velocity,2011,
HD 126614 b,120.82,8.22,2.14,1.15,72.4,0,Radial Velocity,2010,
HD 128311 b,693.11,11.34,1.06,0.84,16.6,0,Radial Velocity,2002,
HD 128311 c,1332.17,11.67,1.73,0.84,16.6,0,Radial Velocity,2005,
HD 128356 b,282.97,10.05,0.71,0.65,26.03,0,Radial Velocity,2016,
HD 129445 b,508.7,11,2.07,0.99,67.61,0,Radial Velocity,2010,
HD 130322 b,333.84,10.36,0.09,0.79,30,0,Radial Velocity,1999,
HD 131496 b,699.47,11.35,2.06,1.61,110,0,Radial Velocity,2011,
HD 132406 b,1783.64,11.68,1.86,1.09,71,0,Radial Velocity,2007,
HD 132563 B b,473.73,10.91,2.56,1.01,96,0,Radial Velocity,2011,
HD 133131 A b,454.65,10.85,1.36,0.95,47,0,Radial Velocity,2016,
